mfcc6_mean,mfcc3_mean,chroma_stft_var,mfcc5_var,mfcc4_var,mfcc4_mean,mfcc1_mean,rms_mean,mfcc19_mean,mfcc6_var,genre
13.177213,10.432365,0.1025731,308.4991,345.53372,48.78845,-155.32867,0.10144517,-5.8294444,217.30638,hiphop
19.158556,53.39514,0.08922797,213.66943,275.43857,25.413845,-171.73222,0.1076804,-3.8123364,87.8107,hiphop
23.05231,-13.799911,0.08144188,220.07387,325.80588,42.96503,-148.51991,0.080940224,-3.2643938,142.3316,hiphop
11.401441,-27.60845,0.09404118,175.53883,388.9346,74.31397,-255.77138,0.06971358,4.5203414,160.62877,blues
28.957407,34.22339,0.09422091,226.02525,301.1817,32.034283,-278.17627,0.084776536,-9.362088,142.58142,blues
12.011592,-31.044867,0.08231583,298.0654,267.2671,16.83362,-140.99861,0.088081226,-3.6990314,68.69271,disco
-0.59070534,5.059453,0.08359717,103.66785,171.62195,16.314898,-90.80606,0.10092704,0.6674471,132.73044,pop
28.370035,-21.204105,0.07589706,185.63773,434.50067,59.823215,-112.64786,0.09774482,-2.5113175,170.74193,metal
28.62872,-42.102184,0.06682909,63.487545,110.98923,55.670097,-96.92374,0.08607092,-3.6025405,55.194084,metal
17.797417,10.836477,0.089309424,124.50531,256.58557,34.255043,-170.82051,0.09584072,-4.117351,128.66945,pop
3.8539133,-1.5902364,0.08699718,123.09143,157.49135,12.465488,-87.271996,0.10180006,2.266385,100.53559,pop
-3.892777,-11.3586855,0.09353307,111.899475,245.65419,10.841127,-154.5194,0.07278088,-1.3945405,179.81416,disco
-2.7679496,-2.8258255,0.08802732,75.241554,88.98882,28.537981,-122.31585,0.086511515,-3.302596,44.554394,jazz
6.1142516,3.5978456,0.087868586,57.172783,63.898808,22.861252,-103.75767,0.09278208,-1.3667994,33.41396,jazz
7.612635,-8.307571,0.08397015,141.79568,236.83148,15.508248,-98.66084,0.0787559,-2.08489,119.79212,disco
28.928556,-28.584484,0.07424503,91.54471,160.40254,62.752552,-66.35919,0.10537659,-6.6082006,73.71151,metal
1.2650515,25.677082,0.095752135,79.47375,114.33226,18.521114,-214.80447,0.06908914,3.1907055,81.11792,jazz
4.9664097,23.228266,0.0853819,107.20407,145.6131,10.418117,-160.6565,0.071711056,0.11789762,81.033585,rock
22.986828,-57.425346,0.0757474,92.301575,113.830414,56.71221,-124.34704,0.075713746,-11.821022,101.23029,metal
30.19075,-11.134481,0.0795643,98.03831,109.58586,70.07055,-169.56651,0.09545743,1.3046169,58.532326,metal
25.365917,-15.189579,0.08775451,193.92853,254.05084,67.34375,-210.40808,0.048548244,-7.2206473,136.866,rock
29.836367,-29.893267,0.08472354,149.33975,124.0647,42.903305,-148.84763,0.075912006,-6.7586756,128.431,rock
25.102133,22.441278,0.08592284,230.3214,392.7285,46.01954,-188.90932,0.07676723,-7.5729294,111.78223,country
26.5118,53.80557,0.09302096,335.0934,529.3846,44.03586,-331.60208,0.072234556,-2.709774,194.73569,reggae
3.7886558,-8.4847765,0.09123814,147.8608,167.40977,13.941293,-171.95683,0.06133462,0.42310977,210.75525,country
27.972275,-22.766018,0.09377571,341.1718,246.81303,40.18714,-205.6233,0.07001528,-0.71168387,176.55046,reggae
21.16517,-10.9364605,0.09806233,241.6512,317.04764,31.722046,-218.30571,0.06106512,-2.0064173,145.87445,reggae
17.171797,-4.8426294,0.08300929,120.73931,153.93526,32.218315,-111.440544,0.10671355,-3.3441858,125.472084,country
11.676466,-7.1483264,0.082314014,120.79584,74.60102,43.965275,-357.1888,0.0235876,-0.7224788,62.91532,classical
2.1558938,-14.061992,0.090271376,224.20523,172.31567,28.618416,-326.1055,0.037483517,-0.47249204,74.21232,classical
-4.4365067,-34.771896,0.08362307,100.25801,108.15609,23.125216,-288.84134,0.038248394,-1.5009886,153.14641,classical
3.0701554,-25.39372,0.08459876,128.45937,156.0329,28.919334,-305.15677,0.03626574,-1.2548231,70.04579,classical
7.0883217,-32.5994,0.09094736,144.48944,81.94932,36.184708,-314.85492,0.036148917,2.505982,61.83778,classical
6.0209327,-31.06679,0.084237345,107.307,80.13915,38.524307,-295.24792,0.032608036,-2.240374,75.51298,classical
26.882648,-24.54003,0.0924218,372.19177,353.83383,54.293907,-246.93915,0.05062101,-9.399209,96.01782,reggae
3.5415561,0.92818403,0.07376681,75.625656,118.33966,26.713465,-67.856766,0.10328815,0.8310576,86.2479,country
25.12387,-17.34307,0.092868276,241.00662,357.41122,28.937963,-204.5349,0.07059513,-3.9283442,185.86371,reggae
-7.1412306,-6.0191965,0.081542276,225.17284,299.00513,25.168468,-146.11772,0.07435612,-2.5431604,187.50694,country
4.139286,-20.983786,0.0912342,296.79706,321.44302,36.981533,-240.01402,0.076635994,-5.9016232,124.04771,country
19.846188,-9.535463,0.10425449,225.13968,239.08804,33.55208,-256.5476,0.062176228,-3.9411035,231.7844,reggae
27.585379,-37.04886,0.08073052,144.89165,154.45811,52.72245,-127.52199,0.0798518,-9.68818,89.59468,rock
25.215986,-40.763107,0.076584496,216.08667,141.38809,52.686363,-125.29603,0.07362383,-3.6065989,106.07285,metal
33.59152,-17.540033,0.07855969,126.61898,229.9105,47.52813,-130.53046,0.09262348,-5.2582655,86.6529,rock
12.899881,42.763912,0.08292496,132.01175,290.51523,16.128035,-223.47945,0.048520103,-2.5205493,94.381226,rock
32.15169,-47.39572,0.07527176,65.255424,86.011826,51.37436,-101.76941,0.07775071,-8.570899,88.51688,metal
29.945122,-23.979445,0.072668955,64.037415,96.147736,61.126728,-67.07606,0.10248894,-6.681913,69.927795,metal
4.6362643,27.033941,0.097275786,62.6396,160.87636,37.858353,-327.14685,0.04115913,1.6875639,74.766556,jazz
4.6606035,-14.128434,0.08831907,71.64592,218.07275,30.397966,-192.74747,0.0733651,-2.014156,58.049244,jazz
9.22853,4.606864,0.07967981,198.82037,248.64575,16.355553,-92.39941,0.094899945,-4.1177897,92.193565,disco
0.55539453,-16.784445,0.08109854,103.74512,190.32985,0.10612674,-112.45213,0.087178595,1.7598997,97.44322,disco
3.2061582,36.927105,0.09422556,263.48782,367.62766,13.067233,-107.4207,0.10719671,0.8379723,217.80113,pop
4.746809,-22.253044,0.08702811,110.06059,175.3049,21.164648,-188.73996,0.07786305,-4.391144,83.94781,jazz
-15.736957,0.38792026,0.08638254,199.81999,351.57727,-0.25642952,-249.3095,0.04792449,4.949411,135.21904,pop
19.76119,-29.581898,0.07282609,60.183987,126.36752,70.108215,-99.06688,0.10154672,-6.6227126,48.080723,metal
31.412687,-18.184166,0.073865734,86.67943,147.02885,69.990974,-143.18965,0.097353615,3.3541756,53.832092,metal
3.3557374,-6.2509623,0.08656397,104.071014,208.10211,26.043053,-157.46516,0.078298904,-0.5627244,152.14597,pop
10.711863,11.780196,0.08806055,234.01228,445.2057,1.3399901,-115.46972,0.086197466,2.289207,202.30257,disco
28.40041,16.28531,0.097365,360.06525,363.57736,26.610518,-318.3635,0.06844471,-18.271364,166.54236,blues
15.00542,-2.2769754,0.094974056,190.8452,300.25946,62.429573,-313.66293,0.054328535,6.754006,185.18285,blues
15.0117855,-2.2916644,0.07813055,205.47107,287.9725,50.068928,-179.79306,0.089721754,-1.6931356,117.34679,hiphop
7.151144,42.29552,0.09870409,221.18675,239.71965,30.176767,-157.74251,0.10298395,-1.1814619,106.11338,hiphop
9.891751,41.52141,0.10154596,303.98596,398.3293,31.421434,-199.55006,0.097042665,-2.732418,212.22937,hiphop
35.020153,-23.992441,0.07616215,181.85635,276.45438,63.891247,-164.60602,0.07964927,-6.377467,132.19902,hiphop
10.609287,46.120247,0.09095891,211.89766,315.45206,42.046913,-172.61627,0.10639486,-4.553238,123.50649,hiphop
4.707024,9.699144,0.08548137,269.9968,290.7143,21.552044,-140.2039,0.09359673,-1.4212743,175.00697,hiphop
26.139204,10.504914,0.09766305,89.62283,159.4103,47.37932,-273.96512,0.059826624,3.4613037,124.59929,blues
21.265148,22.795103,0.09420743,192.92061,268.49023,30.842976,-262.01257,0.092619576,-9.507188,155.03967,blues
12.300565,-9.993787,0.099944815,213.1591,298.07922,73.781265,-298.18372,0.06466257,-0.5131211,171.35617,blues
28.6612,-53.23302,0.062375728,59.353527,49.916313,43.717354,-83.1088,0.09869154,-6.10156,39.958046,metal
11.234089,53.122684,0.094276704,82.025955,288.4104,32.24254,-216.77791,0.09496062,-1.1730096,172.49199,pop
20.757776,-10.467801,0.091558,155.57127,180.59842,57.087364,-245.16544,0.06587301,-5.093369,215.17365,rock
19.982082,-21.733126,0.08715545,88.248924,80.49052,42.793823,-212.94737,0.053364042,-3.5665038,76.9065,jazz
-9.360068,-2.1030636,0.091485366,183.49538,690.6255,14.154857,-244.63884,0.06323836,-1.7604387,216.69167,pop
30.432442,-25.205841,0.06890419,101.13579,120.02432,44.14096,-94.88151,0.09757262,-3.9696412,74.22582,metal
12.451244,-22.59711,0.09062913,166.95221,308.58755,6.808356,-154.45694,0.0731576,-1.1051701,141.56917,disco
